A	Output	bin a	bin out	octal a	octal out
2087	5525	0b100000100111	0b1010110010101	0o4047	0o12625
2088	2325	0b100000101000	0b100100010101	0o4050	0o4425
2089	325	0b100000101001	0b101000101	0o4051	0o505
2090	1325	0b100000101010	0b10100101101	0o4052	0o2455
2091	325	0b100000101011	0b101000101	0o4053	0o505
2092	1325	0b100000101100	0b10100101101	0o4054	0o2455
2093	3325	0b100000101101	0b110011111101	0o4055	0o6375
2094	325	0b100000101110	0b101000101	0o4056	0o505
2095	7325	0b100000101111	0b1110010011101	0o4057	0o16235
2096	2525	0b100000110000	0b100111011101	0o4060	0o4735
2097	1525	0b100000110001	0b10111110101	0o4061	0o2765
2098	1525	0b100000110010	0b10111110101	0o4062	0o2765
2099	525	0b100000110011	0b1000001101	0o4063	0o1015
2100	5525	0b100000110100	0b1010110010101	0o4064	0o12625
2101	3525	0b100000110101	0b110111000101	0o4065	0o6705
2102	3525	0b100000110110	0b110111000101	0o4066	0o6705
2103	1525	0b100000110111	0b10111110101	0o4067	0o2765
2104	2525	0b100000111000	0b100111011101	0o4070	0o4735
2105	1525	0b100000111001	0b10111110101	0o4071	0o2765
2106	1525	0b100000111010	0b10111110101	0o4072	0o2765
2107	525	0b100000111011	0b1000001101	0o4073	0o1015
2108	1525	0b100000111100	0b10111110101	0o4074	0o2765
2109	3525	0b100000111101	0b110111000101	0o4075	0o6705
2110	2525	0b100000111110	0b100111011101	0o4076	0o4735
2111	3525	0b100000111111	0b110111000101	0o4077	0o6705
2112	1305	0b100001000000	0b10100011001	0o4100	0o2431
2113	6305	0b100001000001	0b1100010100001	0o4101	0o14241
2114	1305	0b100001000010	0b10100011001	0o4102	0o2431
2115	1305	0b100001000011	0b10100011001	0o4103	0o2431
2116	5305	0b100001000100	0b1010010111001	0o4104	0o12271
2117	3305	0b100001000101	0b110011101001	0o4105	0o6351
2118	5305	0b100001000110	0b1010010111001	0o4106	0o12271
2119	5305	0b100001000111	0b1010010111001	0o4107	0o12271
2120	1205	0b100001001000	0b10010110101	0o4110	0o2265
2121	6205	0b100001001001	0b1100000111101	0o4111	0o14075
2122	1205	0b100001001010	0b10010110101	0o4112	0o2265
2123	1205	0b100001001011	0b10010110101	0o4113	0o2265
2124	1205	0b100001001100	0b10010110101	0o4114	0o2265
2125	3205	0b100001001101	0b110010000101	0o4115	0o6205
2126	4205	0b100001001110	0b1000001101101	0o4116	0o10155
2127	7205	0b100001001111	0b1110000100101	0o4117	0o16045
2128	1305	0b100001010000	0b10100011001	0o4120	0o2431
2129	7305	0b100001010001	0b1110010001001	0o4121	0o16211
2130	1305	0b100001010010	0b10100011001	0o4122	0o2431
2131	1305	0b100001010011	0b10100011001	0o4123	0o2431
2132	5305	0b100001010100	0b1010010111001	0o4124	0o12271
2133	3305	0b100001010101	0b110011101001	0o4125	0o6351
2134	7305	0b100001010110	0b1110010001001	0o4126	0o16211
2135	1305	0b100001010111	0b10100011001	0o4127	0o2431
2136	1405	0b100001011000	0b10101111101	0o4130	0o2575
2137	7405	0b100001011001	0b1110011101101	0o4131	0o16355
2138	1405	0b100001011010	0b10101111101	0o4132	0o2575
2139	1405	0b100001011011	0b10101111101	0o4133	0o2575
2140	1405	0b100001011100	0b10101111101	0o4134	0o2575
2141	3405	0b100001011101	0b110101001101	0o4135	0o6515
2142	6405	0b100001011110	0b1100100000101	0o4136	0o14405
2143	3405	0b100001011111	0b110101001101	0o4137	0o6515
2144	105	0b100001100000	0b1101001	0o4140	0o151
2145	4105	0b100001100001	0b1000000001001	0o4141	0o10011
2146	1105	0b100001100010	0b10001010001	0o4142	0o2121
2147	1105	0b100001100011	0b10001010001	0o4143	0o2121
2148	5105	0b100001100100	0b1001111110001	0o4144	0o11761
2149	3105	0b100001100101	0b110000100001	0o4145	0o6041
2150	1105	0b100001100110	0b10001010001	0o4146	0o2121
2151	5105	0b100001100111	0b1001111110001	0o4147	0o11761
2152	305	0b100001101000	0b100110001	0o4150	0o461
2153	4305	0b100001101001	0b1000011010001	0o4151	0o10321
2154	1305	0b100001101010	0b10100011001	0o4152	0o2431
2155	1305	0b100001101011	0b10100011001	0o4153	0o2431
2156	1305	0b100001101100	0b10100011001	0o4154	0o2431
2157	3305	0b100001101101	0b110011101001	0o4155	0o6351
2158	305	0b100001101110	0b100110001	0o4156	0o461
2159	7305	0b100001101111	0b1110010001001	0o4157	0o16211
2160	405	0b100001110000	0b110010101	0o4160	0o625
2161	5405	0b100001110001	0b1010100011101	0o4161	0o12435
2162	1405	0b100001110010	0b10101111101	0o4162	0o2575
2163	1405	0b100001110011	0b10101111101	0o4163	0o2575
2164	5405	0b100001110100	0b1010100011101	0o4164	0o12435
2165	3405	0b100001110101	0b110101001101	0o4165	0o6515
2166	3405	0b100001110110	0b110101001101	0o4166	0o6515
2167	1405	0b100001110111	0b10101111101	0o4167	0o2575
2168	705	0b100001111000	0b1011000001	0o4170	0o1301
2169	5705	0b100001111001	0b1011001001001	0o4171	0o13111
2170	1705	0b100001111010	0b11010101001	0o4172	0o3251
2171	1705	0b100001111011	0b11010101001	0o4173	0o3251
2172	1705	0b100001111100	0b11010101001	0o4174	0o3251
2173	3705	0b100001111101	0b111001111001	0o4175	0o7171
2174	2705	0b100001111110	0b101010010001	0o4176	0o5221
2175	3705	0b100001111111	0b111001111001	0o4177	0o7171
2176	7315	0b100010000000	0b1110010010011	0o4200	0o16223
2177	2315	0b100010000001	0b100100001011	0o4201	0o4413
2178	315	0b100010000010	0b100111011	0o4202	0o473
2179	2315	0b100010000011	0b100100001011	0o4203	0o4413
2180	5315	0b100010000100	0b1010011000011	0o4204	0o12303
2181	3315	0b100010000101	0b110011110011	0o4205	0o6363
2182	5315	0b100010000110	0b1010011000011	0o4206	0o12303
2183	5315	0b100010000111	0b1010011000011	0o4207	0o12303
2184	7315	0b100010001000	0b1110010010011	0o4210	0o16223
2185	2315	0b100010001001	0b100100001011	0o4211	0o4413
2186	315	0b100010001010	0b100111011	0o4212	0o473
2187	2315	0b100010001011	0b100100001011	0o4213	0o4413
2188	1315	0b100010001100	0b10100100011	0o4214	0o2443
2189	3315	0b100010001101	0b110011110011	0o4215	0o6363
2190	4315	0b100010001110	0b1000011011011	0o4216	0o10333
2191	7315	0b100010001111	0b1110010010011	0o4217	0o16223
2192	7315	0b100010010000	0b1110010010011	0o4220	0o16223
2193	3315	0b100010010001	0b110011110011	0o4221	0o6363
2194	315	0b100010010010	0b100111011	0o4222	0o473
2195	2315	0b100010010011	0b100100001011	0o4223	0o4413
2196	5315	0b100010010100	0b1010011000011	0o4224	0o12303
2197	3315	0b100010010101	0b110011110011	0o4225	0o6363
2198	7315	0b100010010110	0b1110010010011	0o4226	0o16223
2199	1315	0b100010010111	0b10100100011	0o4227	0o2443
2200	7415	0b100010011000	0b1110011110111	0o4230	0o16367
2201	3415	0b100010011001	0b110101010111	0o4231	0o6527
2202	415	0b100010011010	0b110011111	0o4232	0o637
2203	2415	0b100010011011	0b100101101111	0o4233	0o4557
2204	1415	0b100010011100	0b10110000111	0o4234	0o2607
2205	3415	0b100010011101	0b110101010111	0o4235	0o6527
2206	6415	0b100010011110	0b1100100001111	0o4236	0o14417
2207	3415	0b100010011111	0b110101010111	0o4237	0o6527
2208	6515	0b100010100000	0b1100101110011	0o4240	0o14563
2209	515	0b100010100001	0b1000000011	0o4241	0o1003
2210	515	0b100010100010	0b1000000011	0o4242	0o1003
2211	2515	0b100010100011	0b100111010011	0o4243	0o4723
2212	5515	0b100010100100	0b1010110001011	0o4244	0o12613
2213	3515	0b100010100101	0b110110111011	0o4245	0o6673
2214	1515	0b100010100110	0b10111101011	0o4246	0o2753
2215	5515	0b100010100111	0b1010110001011	0o4247	0o12613
2216	6315	0b100010101000	0b1100010101011	0o4250	0o14253
2217	315	0b100010101001	0b100111011	0o4251	0o473
2218	315	0b100010101010	0b100111011	0o4252	0o473
2219	2315	0b100010101011	0b100100001011	0o4253	0o4413
2220	1315	0b100010101100	0b10100100011	0o4254	0o2443
2221	3315	0b100010101101	0b110011110011	0o4255	0o6363
2222	315	0b100010101110	0b100111011	0o4256	0o473
2223	7315	0b100010101111	0b1110010010011	0o4257	0o16223
2224	6715	0b100010110000	0b1101000111011	0o4260	0o15073
2225	1715	0b100010110001	0b11010110011	0o4261	0o3263
2226	715	0b100010110010	0b1011001011	0o4262	0o1313
2227	2715	0b100010110011	0b101010011011	0o4263	0o5233
2228	5715	0b100010110100	0b1011001010011	0o4264	0o13123
2229	3715	0b100010110101	0b111010000011	0o4265	0o7203
2230	3715	0b100010110110	0b111010000011	0o4266	0o7203
2231	1715	0b100010110111	0b11010110011	0o4267	0o3263
2232	6115	0b100010111000	0b1011111100011	0o4270	0o13743
2233	1115	0b100010111001	0b10001011011	0o4271	0o2133
2234	115	0b100010111010	0b1110011	0o4272	0o163
2235	2115	0b100010111011	0b100001000011	0o4273	0o4103
2236	1115	0b100010111100	0b10001011011	0o4274	0o2133
2237	3115	0b100010111101	0b110000101011	0o4275	0o6053
2238	2115	0b100010111110	0b100001000011	0o4276	0o4103
2239	3115	0b100010111111	0b110000101011	0o4277	0o6053
2240	5305	0b100011000000	0b1010010111001	0o4300	0o12271
2241	6305	0b100011000001	0b1100010100001	0o4301	0o14241
2242	305	0b100011000010	0b100110001	0o4302	0o461
2243	3305	0b100011000011	0b110011101001	0o4303	0o6351
2244	5305	0b100011000100	0b1010010111001	0o4304	0o12271
2245	3305	0b100011000101	0b110011101001	0o4305	0o6351
2246	5305	0b100011000110	0b1010010111001	0o4306	0o12271
2247	5305	0b100011000111	0b1010010111001	0o4307	0o12271
2248	5305	0b100011001000	0b1010010111001	0o4310	0o12271
2249	6305	0b100011001001	0b1100010100001	0o4311	0o14241
2250	305	0b100011001010	0b100110001	0o4312	0o461
2251	3305	0b100011001011	0b110011101001	0o4313	0o6351
2252	1305	0b100011001100	0b10100011001	0o4314	0o2431
2253	3305	0b100011001101	0b110011101001	0o4315	0o6351
2254	4305	0b100011001110	0b1000011010001	0o4316	0o10321
2255	7305	0b100011001111	0b1110010001001	0o4317	0o16211
2256	5305	0b100011010000	0b1010010111001	0o4320	0o12271
2257	7305	0b100011010001	0b1110010001001	0o4321	0o16211
2258	305	0b100011010010	0b100110001	0o4322	0o461
2259	3305	0b100011010011	0b110011101001	0o4323	0o6351
2260	5305	0b100011010100	0b1010010111001	0o4324	0o12271
2261	3305	0b100011010101	0b110011101001	0o4325	0o6351
2262	7305	0b100011010110	0b1110010001001	0o4326	0o16211
2263	1305	0b100011010111	0b10100011001	0o4327	0o2431
2264	5405	0b100011011000	0b1010100011101	0o4330	0o12435
2265	7405	0b100011011001	0b1110011101101	0o4331	0o16355
2266	405	0b100011011010	0b110010101	0o4332	0o625
2267	3405	0b100011011011	0b110101001101	0o4333	0o6515
2268	1405	0b100011011100	0b10101111101	0o4334	0o2575
2269	3405	0b100011011101	0b110101001101	0o4335	0o6515
2270	6405	0b100011011110	0b1100100000101	0o4336	0o14405
2271	3405	0b100011011111	0b110101001101	0o4337	0o6515
2272	4105	0b100011100000	0b1000000001001	0o4340	0o10011
2273	4105	0b100011100001	0b1000000001001	0o4341	0o10011
2274	105	0b100011100010	0b1101001	0o4342	0o151
2275	3105	0b100011100011	0b110000100001	0o4343	0o6041
2276	5105	0b100011100100	0b1001111110001	0o4344	0o11761
2277	3105	0b100011100101	0b110000100001	0o4345	0o6041
2278	1105	0b100011100110	0b10001010001	0o4346	0o2121
2279	5105	0b100011100111	0b1001111110001	0o4347	0o11761
2280	4305	0b100011101000	0b1000011010001	0o4350	0o10321
2281	4305	0b100011101001	0b1000011010001	0o4351	0o10321
2282	305	0b100011101010	0b100110001	0o4352	0o461
2283	3305	0b100011101011	0b110011101001	0o4353	0o6351
2284	1305	0b100011101100	0b10100011001	0o4354	0o2431
2285	3305	0b100011101101	0b110011101001	0o4355	0o6351
2286	305	0b100011101110	0b100110001	0o4356	0o461
2287	7305	0b100011101111	0b1110010001001	0o4357	0o16211
2288	4605	0b100011110000	0b1000111111101	0o4360	0o10775
2289	5605	0b100011110001	0b1010111100101	0o4361	0o12745
2290	605	0b100011110010	0b1001011101	0o4362	0o1135
2291	3605	0b100011110011	0b111000010101	0o4363	0o7025
2292	5605	0b100011110100	0b1010111100101	0o4364	0o12745
2293	3605	0b100011110101	0b111000010101	0o4365	0o7025
2294	3605	0b100011110110	0b111000010101	0o4366	0o7025
2295	1605	0b100011110111	0b11001000101	0o4367	0o3105
2296	4305	0b100011111000	0b1000011010001	0o4370	0o10321
2297	5305	0b100011111001	0b1010010111001	0o4371	0o12271
2298	305	0b100011111010	0b100110001	0o4372	0o461
2299	3305	0b100011111011	0b110011101001	0o4373	0o6351
2300	1305	0b100011111100	0b10100011001	0o4374	0o2431
2301	3305	0b100011111101	0b110011101001	0o4375	0o6351
2302	2305	0b100011111110	0b100100000001	0o4376	0o4401
2303	3305	0b100011111111	0b110011101001	0o4377	0o6351
2304	3255	0b100100000000	0b110010110111	0o4400	0o6267
2305	2255	0b100100000001	0b100011001111	0o4401	0o4317
2306	3255	0b100100000010	0b110010110111	0o4402	0o6267
2307	4255	0b100100000011	0b1000010011111	0o4403	0o10237
2308	5255	0b100100000100	0b1010010000111	0o4404	0o12207
2309	3255	0b100100000101	0b110010110111	0o4405	0o6267
2310	5255	0b100100000110	0b1010010000111	0o4406	0o12207
2311	5255	0b100100000111	0b1010010000111	0o4407	0o12207
2312	3055	0b100100001000	0b101111101111	0o4410	0o5757
2313	2055	0b100100001001	0b100000000111	0o4411	0o4007
2314	3055	0b100100001010	0b101111101111	0o4412	0o5757
2315	4055	0b100100001011	0b111111010111	0o4413	0o7727
2316	1055	0b100100001100	0b10000011111	0o4414	0o2037
2317	3055	0b100100001101	0b101111101111	0o4415	0o5757
2318	4055	0b100100001110	0b111111010111	0o4416	0o7727
2319	7055	0b100100001111	0b1101110001111	0o4417	0o15617
2320	3355	0b100100010000	0b110100011011	0o4420	0o6433
2321	3355	0b100100010001	0b110100011011	0o4421	0o6433
2322	3355	0b100100010010	0b110100011011	0o4422	0o6433
2323	4355	0b100100010011	0b1000100000011	0o4423	0o10403
2324	5355	0b100100010100	0b1010011101011	0o4424	0o12353
2325	3355	0b100100010101	0b110100011011	0o4425	0o6433
2326	7355	0b100100010110	0b1110010111011	0o4426	0o16273
2327	1355	0b100100010111	0b10101001011	0o4427	0o2513
2328	3455	0b100100011000	0b110101111111	0o4430	0o6577
2329	3455	0b100100011001	0b110101111111	0o4431	0o6577
2330	3455	0b100100011010	0b110101111111	0o4432	0o6577
2331	4455	0b100100011011	0b1000101100111	0o4433	0o10547
2332	1455	0b100100011100	0b10110101111	0o4434	0o2657
2333	3455	0b100100011101	0b110101111111	0o4435	0o6577
2334	6455	0b100100011110	0b1100100110111	0o4436	0o14467
2335	3455	0b100100011111	0b110101111111	0o4437	0o6577
2336	2555	0b100100100000	0b100111111011	0o4440	0o4773
2337	555	0b100100100001	0b1000101011	0o4441	0o1053
2338	3555	0b100100100010	0b110111100011	0o4442	0o6743
2339	4555	0b100100100011	0b1000111001011	0o4443	0o10713
2340	5555	0b100100100100	0b1010110110011	0o4444	0o12663
2341	3555	0b100100100101	0b110111100011	0o4445	0o6743
2342	1555	0b100100100110	0b11000010011	0o4446	0o3023
2343	5555	0b100100100111	0b1010110110011	0o4447	0o12663
2344	2355	0b100100101000	0b100100110011	0o4450	0o4463
2345	355	0b100100101001	0b101100011	0o4451	0o543
2346	3355	0b100100101010	0b110100011011	0o4452	0o6433
2347	4355	0b100100101011	0b1000100000011	0o4453	0o10403
2348	1355	0b100100101100	0b10101001011	0o4454	0o2513
2349	3355	0b100100101101	0b110100011011	0o4455	0o6433
2350	355	0b100100101110	0b101100011	0o4456	0o543
2351	7355	0b100100101111	0b1110010111011	0o4457	0o16273
2352	2155	0b100100110000	0b100001101011	0o4460	0o4153
2353	1155	0b100100110001	0b10010000011	0o4461	0o2203
2354	3155	0b100100110010	0b110001010011	0o4462	0o6123
2355	4155	0b100100110011	0b1000000111011	0o4463	0o10073
2356	5155	0b100100110100	0b1010000100011	0o4464	0o12043
2357	3155	0b100100110101	0b110001010011	0o4465	0o6123
2358	3155	0b100100110110	0b110001010011	0o4466	0o6123
2359	1155	0b100100110111	0b10010000011	0o4467	0o2203
2360	2555	0b100100111000	0b100111111011	0o4470	0o4773
2361	1555	0b100100111001	0b11000010011	0o4471	0o3023
2362	3555	0b100100111010	0b110111100011	0o4472	0o6743
2363	4555	0b100100111011	0b1000111001011	0o4473	0o10713
2364	1555	0b100100111100	0b11000010011	0o4474	0o3023
2365	3555	0b100100111101	0b110111100011	0o4475	0o6743
2366	2555	0b100100111110	0b100111111011	0o4476	0o4773
2367	3555	0b100100111111	0b110111100011	0o4477	0o6743
2368	1235	0b100101000000	0b10011010011	0o4500	0o2323
2369	6235	0b100101000001	0b1100001011011	0o4501	0o14133
2370	3235	0b100101000010	0b110010100011	0o4502	0o6243
2371	5235	0b100101000011	0b1010001110011	0o4503	0o12163
2372	5235	0b100101000100	0b1010001110011	0o4504	0o12163
2373	3235	0b100101000101	0b110010100011	0o4505	0o6243
2374	5235	0b100101000110	0b1010001110011	0o4506	0o12163
2375	5235	0b100101000111	0b1010001110011	0o4507	0o12163
2376	1035	0b100101001000	0b10000001011	0o4510	0o2013
2377	6035	0b100101001001	0b1011110010011	0o4511	0o13623
2378	3035	0b100101001010	0b101111011011	0o4512	0o5733
2379	5035	0b100101001011	0b1001110101011	0o4513	0o11653
2380	1035	0b100101001100	0b10000001011	0o4514	0o2013
2381	3035	0b100101001101	0b101111011011	0o4515	0o5733
2382	4035	0b100101001110	0b111111000011	0o4516	0o7703
2383	7035	0b100101001111	0b1101101111011	0o4517	0o15573
2384	1335	0b100101010000	0b10100110111	0o4520	0o2467
2385	7335	0b100101010001	0b1110010100111	0o4521	0o16247
2386	3335	0b100101010010	0b110100000111	0o4522	0o6407
2387	5335	0b100101010011	0b1010011010111	0o4523	0o12327
2388	5335	0b100101010100	0b1010011010111	0o4524	0o12327
2389	3335	0b100101010101	0b110100000111	0o4525	0o6407
2390	7335	0b100101010110	0b1110010100111	0o4526	0o16247
2391	1335	0b100101010111	0b10100110111	0o4527	0o2467
2392	1435	0b100101011000	0b10110011011	0o4530	0o2633
2393	7435	0b100101011001	0b1110100001011	0o4531	0o16413
2394	3435	0b100101011010	0b110101101011	0o4532	0o6553
2395	5435	0b100101011011	0b1010100111011	0o4533	0o12473
2396	1435	0b100101011100	0b10110011011	0o4534	0o2633
2397	3435	0b100101011101	0b110101101011	0o4535	0o6553
2398	6435	0b100101011110	0b1100100100011	0o4536	0o14443
2399	3435	0b100101011111	0b110101101011	0o4537	0o6553
2400	135	0b100101100000	0b10000111	0o4540	0o207
2401	4135	0b100101100001	0b1000000100111	0o4541	0o10047
2402	3135	0b100101100010	0b110000111111	0o4542	0o6077
2403	5135	0b100101100011	0b1010000001111	0o4543	0o12017
2404	5135	0b100101100100	0b1010000001111	0o4544	0o12017
2405	3135	0b100101100101	0b110000111111	0o4545	0o6077
2406	1135	0b100101100110	0b10001101111	0o4546	0o2157
2407	5135	0b100101100111	0b1010000001111	0o4547	0o12017
2408	335	0b100101101000	0b101001111	0o4550	0o517
2409	4335	0b100101101001	0b1000011101111	0o4551	0o10357
2410	3335	0b100101101010	0b110100000111	0o4552	0o6407
2411	5335	0b100101101011	0b1010011010111	0o4553	0o12327
2412	1335	0b100101101100	0b10100110111	0o4554	0o2467
2413	3335	0b100101101101	0b110100000111	0o4555	0o6407
2414	335	0b100101101110	0b101001111	0o4556	0o517
2415	7335	0b100101101111	0b1110010100111	0o4557	0o16247
2416	35	0b100101110000	0b100011	0o4560	0o43
2417	5035	0b100101110001	0b1001110101011	0o4561	0o11653
2418	3035	0b100101110010	0b101111011011	0o4562	0o5733
2419	5035	0b100101110011	0b1001110101011	0o4563	0o11653
2420	5035	0b100101110100	0b1001110101011	0o4564	0o11653
2421	3035	0b100101110101	0b101111011011	0o4565	0o5733
2422	3035	0b100101110110	0b101111011011	0o4566	0o5733
2423	1035	0b100101110111	0b10000001011	0o4567	0o2013
2424	735	0b100101111000	0b1011011111	0o4570	0o1337
2425	5735	0b100101111001	0b1011001100111	0o4571	0o13147
2426	3735	0b100101111010	0b111010010111	0o4572	0o7227
2427	5735	0b100101111011	0b1011001100111	0o4573	0o13147
2428	1735	0b100101111100	0b11011000111	0o4574	0o3307
2429	3735	0b100101111101	0b111010010111	0o4575	0o7227
2430	2735	0b100101111110	0b101010101111	0o4576	0o5257
2431	3735	0b100101111111	0b111010010111	0o4577	0o7227
2432	7215	0b100110000000	0b1110000101111	0o4600	0o16057
2433	2215	0b100110000001	0b100010100111	0o4601	0o4247
2434	2215	0b100110000010	0b100010100111	0o4602	0o4247
2435	6215	0b100110000011	0b1100001000111	0o4603	0o14107
2436	5215	0b100110000100	0b1010001011111	0o4604	0o12137
2437	3215	0b100110000101	0b110010001111	0o4605	0o6217
2438	5215	0b100110000110	0b1010001011111	0o4606	0o12137
2439	5215	0b100110000111	0b1010001011111	0o4607	0o12137
2440	7115	0b100110001000	0b1101111001011	0o4610	0o15713
2441	2115	0b100110001001	0b100001000011	0o4611	0o4103
2442	2115	0b100110001010	0b100001000011	0o4612	0o4103
2443	6115	0b100110001011	0b1011111100011	0o4613	0o13743
2444	1115	0b100110001100	0b10001011011	0o4614	0o2133
2445	3115	0b100110001101	0b110000101011	0o4615	0o6053
2446	4115	0b100110001110	0b1000000010011	0o4616	0o10023
2447	7115	0b100110001111	0b1101111001011	0o4617	0o15713
2448	7315	0b100110010000	0b1110010010011	0o4620	0o16223
2449	3315	0b100110010001	0b110011110011	0o4621	0o6363
2450	2315	0b100110010010	0b100100001011	0o4622	0o4413
2451	6315	0b100110010011	0b1100010101011	0o4623	0o14253
2452	5315	0b100110010100	0b1010011000011	0o4624	0o12303
2453	3315	0b100110010101	0b110011110011	0o4625	0o6363
2454	7315	0b100110010110	0b1110010010011	0o4626	0o16223
2455	1315	0b100110010111	0b10100100011	0o4627	0o2443
2456	7415	0b100110011000	0b1110011110111	0o4630	0o16367
2457	3415	0b100110011001	0b110101010111	0o4631	0o6527
2458	2415	0b100110011010	0b100101101111	0o4632	0o4557
2459	6415	0b100110011011	0b1100100001111	0o4633	0o14417
2460	1415	0b100110011100	0b10110000111	0o4634	0o2607
2461	3415	0b100110011101	0b110101010111	0o4635	0o6527
2462	6415	0b100110011110	0b1100100001111	0o4636	0o14417
2463	3415	0b100110011111	0b110101010111	0o4637	0o6527
2464	6515	0b100110100000	0b1100101110011	0o4640	0o14563
2465	515	0b100110100001	0b1000000011	0o4641	0o1003
2466	2515	0b100110100010	0b100111010011	0o4642	0o4723
2467	6515	0b100110100011	0b1100101110011	0o4643	0o14563
2468	5515	0b100110100100	0b1010110001011	0o4644	0o12613
2469	3515	0b100110100101	0b110110111011	0o4645	0o6673
2470	1515	0b100110100110	0b10111101011	0o4646	0o2753
2471	5515	0b100110100111	0b1010110001011	0o4647	0o12613
2472	6315	0b100110101000	0b1100010101011	0o4650	0o14253
2473	315	0b100110101001	0b100111011	0o4651	0o473
2474	2315	0b100110101010	0b100100001011	0o4652	0o4413
2475	6315	0b100110101011	0b1100010101011	0o4653	0o14253
2476	1315	0b100110101100	0b10100100011	0o4654	0o2443
2477	3315	0b100110101101	0b110011110011	0o4655	0o6363
2478	315	0b100110101110	0b100111011	0o4656	0o473
2479	7315	0b100110101111	0b1110010010011	0o4657	0o16223
2480	6315	0b100110110000	0b1100010101011	0o4660	0o14253
2481	1315	0b100110110001	0b10100100011	0o4661	0o2443
2482	2315	0b100110110010	0b100100001011	0o4662	0o4413
2483	6315	0b100110110011	0b1100010101011	0o4663	0o14253
2484	5315	0b100110110100	0b1010011000011	0o4664	0o12303
2485	3315	0b100110110101	0b110011110011	0o4665	0o6363
2486	3315	0b100110110110	0b110011110011	0o4666	0o6363
2487	1315	0b100110110111	0b10100100011	0o4667	0o2443
2488	6115	0b100110111000	0b1011111100011	0o4670	0o13743
2489	1115	0b100110111001	0b10001011011	0o4671	0o2133
2490	2115	0b100110111010	0b100001000011	0o4672	0o4103
2491	6115	0b100110111011	0b1011111100011	0o4673	0o13743
2492	1115	0b100110111100	0b10001011011	0o4674	0o2133
2493	3115	0b100110111101	0b110000101011	0o4675	0o6053
2494	2115	0b100110111110	0b100001000011	0o4676	0o4103
2495	3115	0b100110111111	0b110000101011	0o4677	0o6053
2496	5255	0b100111000000	0b1010010000111	0o4700	0o12207
2497	6255	0b100111000001	0b1100001101111	0o4701	0o14157
2498	2255	0b100111000010	0b100011001111	0o4702	0o4317
2499	7255	0b100111000011	0b1110001010111	0o4703	0o16127
2500	5255	0b100111000100	0b1010010000111	0o4704	0o12207
2501	3255	0b100111000101	0b110010110111	0o4705	0o6267
2502	5255	0b100111000110	0b1010010000111	0o4706	0o12207
2503	5255	0b100111000111	0b1010010000111	0o4707	0o12207
2504	5155	0b100111001000	0b1010000100011	0o4710	0o12043
2505	6155	0b100111001001	0b1100000001011	0o4711	0o14013
2506	2155	0b100111001010	0b100001101011	0o4712	0o4153
2507	7155	0b100111001011	0b1101111110011	0o4713	0o15763
2508	1155	0b100111001100	0b10010000011	0o4714	0o2203
2509	3155	0b100111001101	0b110001010011	0o4715	0o6123
2510	4155	0b100111001110	0b1000000111011	0o4716	0o10073
2511	7155	0b100111001111	0b1101111110011	0o4717	0o15763
2512	5355	0b100111010000	0b1010011101011	0o4720	0o12353
2513	7355	0b100111010001	0b1110010111011	0o4721	0o16273
2514	2355	0b100111010010	0b100100110011	0o4722	0o4463
2515	7355	0b100111010011	0b1110010111011	0o4723	0o16273
2516	5355	0b100111010100	0b1010011101011	0o4724	0o12353
2517	3355	0b100111010101	0b110100011011	0o4725	0o6433
2518	7355	0b100111010110	0b1110010111011	0o4726	0o16273
2519	1355	0b100111010111	0b10101001011	0o4727	0o2513
2520	5455	0b100111011000	0b1010101001111	0o4730	0o12517
2521	7455	0b100111011001	0b1110100011111	0o4731	0o16437
2522	2455	0b100111011010	0b100110010111	0o4732	0o4627
2523	7455	0b100111011011	0b1110100011111	0o4733	0o16437
2524	1455	0b100111011100	0b10110101111	0o4734	0o2657
2525	3455	0b100111011101	0b110101111111	0o4735	0o6577
2526	6455	0b100111011110	0b1100100110111	0o4736	0o14467
2527	3455	0b100111011111	0b110101111111	0o4737	0o6577
2528	4155	0b100111100000	0b1000000111011	0o4740	0o10073
2529	4155	0b100111100001	0b1000000111011	0o4741	0o10073
2530	2155	0b100111100010	0b100001101011	0o4742	0o4153
2531	7155	0b100111100011	0b1101111110011	0o4743	0o15763
2532	5155	0b100111100100	0b1010000100011	0o4744	0o12043
2533	3155	0b100111100101	0b110001010011	0o4745	0o6123
2534	1155	0b100111100110	0b10010000011	0o4746	0o2203
2535	5155	0b100111100111	0b1010000100011	0o4747	0o12043
2536	4355	0b100111101000	0b1000100000011	0o4750	0o10403
2537	4355	0b100111101001	0b1000100000011	0o4751	0o10403
2538	2355	0b100111101010	0b100100110011	0o4752	0o4463
2539	7355	0b100111101011	0b1110010111011	0o4753	0o16273
2540	1355	0b100111101100	0b10101001011	0o4754	0o2513
2541	3355	0b100111101101	0b110100011011	0o4755	0o6433
2542	355	0b100111101110	0b101100011	0o4756	0o543
2543	7355	0b100111101111	0b1110010111011	0o4757	0o16273
2544	4255	0b100111110000	0b1000010011111	0o4760	0o10237
2545	5255	0b100111110001	0b1010010000111	0o4761	0o12207
2546	2255	0b100111110010	0b100011001111	0o4762	0o4317
2547	7255	0b100111110011	0b1110001010111	0o4763	0o16127
2548	5255	0b100111110100	0b1010010000111	0o4764	0o12207
2549	3255	0b100111110101	0b110010110111	0o4765	0o6267
